damage_level,quantity_level,chance_level,damage,quantity,chance,total_cost,product,pareto_frontier
15,3,2,309.0,3.0,6.5,810.0,60.255,False
3,5,5,5.0,5.0,11.0,811.0,2.75,False
12,3,7,148.0,3.0,14.0,816.0,62.160000000000004,False
8,5,1,46.0,5.0,5.0,816.0,11.5,False
6,5,4,22.0,5.0,9.5,818.0,10.45,False
14,3,5,244.0,3.0,11.0,822.0,80.52,True
1,4,9,2.0,4.0,17.0,823.0,1.36,False
8,5,2,46.0,5.0,6.5,824.0,14.950000000000001,False
13,2,7,191.0,2.0,14.0,825.0,53.480000000000004,False
1,3,10,2.0,3.0,18.5,825.0,1.1099999999999999,False
14,2,6,244.0,2.0,12.5,827.0,61.0,False
12,1,8,148.0,1.0,15.5,827.0,22.94,False
4,5,5,9.0,5.0,11.0,828.0,4.95,False
2,4,9,3.0,4.0,17.0,828.0,2.04,False
10,1,9,85.0,1.0,17.0,829.0,14.450000000000001,False
2,3,10,3.0,3.0,18.5,830.0,1.665,False
14,4,1,244.0,4.0,5.0,832.0,48.800000000000004,False
10,4,7,85.0,4.0,14.0,834.0,47.6,False
8,3,9,46.0,3.0,17.0,834.0,23.46,False
6,2,10,22.0,2.0,18.5,835.0,8.14,False
15,3,3,309.0,3.0,8.0,836.0,74.16,False
15,1,5,309.0,1.0,11.0,837.0,33.99,False
3,4,9,5.0,4.0,17.0,839.0,3.4000000000000004,False
14,4,2,244.0,4.0,6.5,840.0,63.440000000000005,False
7,1,10,32.0,1.0,18.5,840.0,5.92,False
16,1,1,387.0,1.0,5.0,841.0,19.35,False
3,3,10,5.0,3.0,18.5,841.0,2.775,False
16,1,2,387.0,1.0,6.5,849.0,25.155,False
8,4,8,46.0,4.0,15.5,850.0,28.52,False
8,5,3,46.0,5.0,8.0,850.0,18.400000000000002,False
5,5,5,14.0,5.0,11.0,851.0,7.7,False
7,5,4,32.0,5.0,9.5,853.0,15.2,False
4,4,9,9.0,4.0,17.0,856.0,6.12,False
12,2,8,148.0,2.0,15.5,857.0,45.88,False
4,3,10,9.0,3.0,18.5,858.0,4.995,False
10,2,9,85.0,2.0,17.0,859.0,28.900000000000002,False
11,3,8,113.0,3.0,15.5,861.0,52.545,False
9,5,1,63.0,5.0,5.0,863.0,15.75,False
14,4,3,244.0,4.0,8.0,866.0,78.08,False
15,2,5,309.0,2.0,11.0,867.0,67.98,False
12,4,6,148.0,4.0,12.5,868.0,74.0,False
7,2,10,32.0,2.0,18.5,870.0,11.84,False
16,2,1,387.0,2.0,5.0,871.0,38.7,False
9,5,2,63.0,5.0,6.5,871.0,20.475,False
13,4,5,191.0,4.0,11.0,872.0,84.04,True
16,1,3,387.0,1.0,8.0,875.0,30.96,False
1,5,6,2.0,5.0,12.5,875.0,1.25,False
16,2,2,387.0,2.0,6.5,879.0,50.31,False
5,4,9,14.0,4.0,17.0,879.0,9.520000000000001,False
15,3,4,309.0,3.0,9.5,880.0,88.065,True
6,5,5,22.0,5.0,11.0,880.0,12.1,False
2,5,6,3.0,5.0,12.5,880.0,1.875,False
9,3,9,63.0,3.0,17.0,881.0,32.13,False
8,1,10,46.0,1.0,18.5,881.0,8.51,False
5,3,10,14.0,3.0,18.5,881.0,7.77,False
11,1,9,113.0,1.0,17.0,890.0,19.21,False
1,1,11,2.0,1.0,20.0,890.0,0.4,False
3,5,6,5.0,5.0,12.5,891.0,3.125,False
8,5,4,46.0,5.0,9.5,894.0,21.85,False
11,4,7,113.0,4.0,14.0,895.0,63.28000000000001,False
14,1,7,244.0,1.0,14.0,895.0,34.160000000000004,False
2,1,11,3.0,1.0,20.0,895.0,0.6000000000000001,False
9,4,8,63.0,4.0,15.5,897.0,39.06,False
9,5,3,63.0,5.0,8.0,897.0,25.2,False
13,3,7,191.0,3.0,14.0,900.0,80.22000000000001,False
14,3,6,244.0,3.0,12.5,902.0,91.5,True
16,2,3,387.0,2.0,8.0,905.0,61.92,False
3,1,11,5.0,1.0,20.0,906.0,1.0,False
6,4,9,22.0,4.0,17.0,908.0,14.96,False
4,5,6,9.0,5.0,12.5,908.0,5.625,False
14,4,4,244.0,4.0,9.5,910.0,92.72,True
6,3,10,22.0,3.0,18.5,910.0,12.209999999999999,False
13,1,8,191.0,1.0,15.5,911.0,29.605,False
8,2,10,46.0,2.0,18.5,911.0,17.02,False
7,5,5,32.0,5.0,11.0,915.0,17.6,False
10,5,1,85.0,5.0,5.0,916.0,21.25,False
15,1,6,309.0,1.0,12.5,917.0,38.625,False
16,1,4,387.0,1.0,9.5,919.0,36.765,False
11,2,9,113.0,2.0,17.0,920.0,38.42,False
1,2,11,2.0,2.0,20.0,920.0,0.8,False
4,1,11,9.0,1.0,20.0,923.0,1.8,False
10,5,2,85.0,5.0,6.5,924.0,27.625,False
14,2,7,244.0,2.0,14.0,925.0,68.32000000000001,False
2,2,11,3.0,2.0,20.0,925.0,1.2000000000000002,False
9,1,10,63.0,1.0,18.5,928.0,11.655,False
5,5,6,14.0,5.0,12.5,931.0,8.75,False
12,3,8,148.0,3.0,15.5,932.0,68.82,False
10,3,9,85.0,3.0,17.0,934.0,43.35,False
3,2,11,5.0,2.0,20.0,936.0,2.0,False
13,2,8,191.0,2.0,15.5,941.0,59.21,False
9,5,4,63.0,5.0,9.5,941.0,29.925,False
15,3,5,309.0,3.0,11.0,942.0,101.97,True
7,4,9,32.0,4.0,17.0,943.0,21.76,False
7,3,10,32.0,3.0,18.5,945.0,17.759999999999998,False
16,3,1,387.0,3.0,5.0,946.0,58.050000000000004,False
5,1,11,14.0,1.0,20.0,946.0,2.8000000000000003,False
15,2,6,309.0,2.0,12.5,947.0,77.25,False
16,2,4,387.0,2.0,9.5,949.0,73.53,False
10,4,8,85.0,4.0,15.5,950.0,52.7,False
10,5,3,85.0,5.0,8.0,950.0,34.0,False
13,4,6,191.0,4.0,12.5,952.0,95.5,False
15,4,1,309.0,4.0,5.0,952.0,61.800000000000004,False
4,2,11,9.0,2.0,20.0,953.0,3.6,False
16,3,2,387.0,3.0,6.5,954.0,75.465,False
8,5,5,46.0,5.0,11.0,956.0,25.3,False
9,2,10,63.0,2.0,18.5,958.0,23.31,False
15,4,2,309.0,4.0,6.5,960.0,80.34,False
6,5,6,22.0,5.0,12.5,960.0,13.75,False
12,1,9,148.0,1.0,17.0,961.0,25.16,False
12,4,7,148.0,4.0,14.0,966.0,82.88000000000001,False
14,4,5,244.0,4.0,11.0,972.0,107.36,True
1,5,7,2.0,5.0,14.0,973.0,1.4000000000000001,False
6,1,11,22.0,1.0,20.0,975.0,4.4,False
1,4,10,2.0,4.0,18.5,975.0,1.48,False
5,2,11,14.0,2.0,20.0,976.0,5.6000000000000005,False
11,5,1,113.0,5.0,5.0,977.0,28.25,False
2,5,7,3.0,5.0,14.0,978.0,2.1,False
16,3,3,387.0,3.0,8.0,980.0,92.88,False
2,4,10,3.0,4.0,18.5,980.0,2.2199999999999998,False
16,1,5,387.0,1.0,11.0,981.0,42.57,False
10,1,10,85.0,1.0,18.5,981.0,15.725,False
8,4,9,46.0,4.0,17.0,984.0,31.28,False
11,5,2,113.0,5.0,6.5,985.0,36.725,False
15,4,3,309.0,4.0,8.0,986.0,98.88,False
8,3,10,46.0,3.0,18.5,986.0,25.53,False
3,5,7,5.0,5.0,14.0,989.0,3.5000000000000004,False
12,2,9,148.0,2.0,17.0,991.0,50.32,False
3,4,10,5.0,4.0,18.5,991.0,3.7,False
10,5,4,85.0,5.0,9.5,994.0,40.375,False
11,3,9,113.0,3.0,17.0,995.0,57.63,False
7,5,6,32.0,5.0,12.5,995.0,20.0,False
1,3,11,2.0,3.0,20.0,995.0,1.2000000000000002,False
14,3,7,244.0,3.0,14.0,1000.0,102.48,False
2,3,11,3.0,3.0,20.0,1000.0,1.8,False
9,5,5,63.0,5.0,11.0,1003.0,34.65,False
6,2,11,22.0,2.0,20.0,1005.0,8.8,False
4,5,7,9.0,5.0,14.0,1006.0,6.300000000000001,False
4,4,10,9.0,4.0,18.5,1008.0,6.66,False
7,1,11,32.0,1.0,20.0,1010.0,6.4,False
16,2,5,387.0,2.0,11.0,1011.0,85.14,False
11,4,8,113.0,4.0,15.5,1011.0,70.06,False
11,5,3,113.0,5.0,8.0,1011.0,45.2,False
14,1,8,244.0,1.0,15.5,1011.0,37.82,False
10,2,10,85.0,2.0,18.5,1011.0,31.45,False
3,3,11,5.0,3.0,20.0,1011.0,3.0,False
15,1,7,309.0,1.0,14.0,1015.0,43.260000000000005,False
17,1,1,482.0,1.0,5.0,1015.0,24.1,False
13,3,8,191.0,3.0,15.5,1016.0,88.815,False
15,3,6,309.0,3.0,12.5,1022.0,115.875,True
17,1,2,482.0,1.0,6.5,1023.0,31.330000000000002,False
16,3,4,387.0,3.0,9.5,1024.0,110.295,False
4,3,11,9.0,3.0,20.0,1028.0,5.4,False
5,5,7,14.0,5.0,14.0,1029.0,9.8,False
15,4,4,309.0,4.0,9.5,1030.0,117.42,True
9,4,9,63.0,4.0,17.0,1031.0,42.84,False
5,4,10,14.0,4.0,18.5,1031.0,10.36,False
9,3,10,63.0,3.0,18.5,1033.0,34.964999999999996,False
8,5,6,46.0,5.0,12.5,1036.0,28.75,False
7,2,11,32.0,2.0,20.0,1040.0,12.8,False
14,2,8,244.0,2.0,15.5,1041.0,75.64,False
11,1,10,113.0,1.0,18.5,1042.0,20.905,False
15,2,7,309.0,2.0,14.0,1045.0,86.52000000000001,False
17,2,1,482.0,2.0,5.0,1045.0,48.2,False
13,1,9,191.0,1.0,17.0,1045.0,32.47,False
12,5,1,148.0,5.0,5.0,1048.0,37.0,False
17,1,3,482.0,1.0,8.0,1049.0,38.56,False
13,4,7,191.0,4.0,14.0,1050.0,106.96000000000001,False
8,1,11,46.0,1.0,20.0,1051.0,9.200000000000001,False
5,3,11,14.0,3.0,20.0,1051.0,8.4,False
14,4,6,244.0,4.0,12.5,1052.0,122.0,True
17,2,2,482.0,2.0,6.5,1053.0,62.660000000000004,False
11,5,4,113.0,5.0,9.5,1055.0,53.675,False
12,5,2,148.0,5.0,6.5,1056.0,48.1,False
10,5,5,85.0,5.0,11.0,1056.0,46.75,False
6,5,7,22.0,5.0,14.0,1058.0,15.400000000000002,False
6,4,10,22.0,4.0,18.5,1060.0,16.28,False
16,1,6,387.0,1.0,12.5,1061.0,48.375,False
12,3,9,148.0,3.0,17.0,1066.0,75.48,False
11,2,10,113.0,2.0,18.5,1072.0,41.81,False
13,2,9,191.0,2.0,17.0,1075.0,64.94,False
1,1,12,2.0,1.0,21.5,1078.0,0.43,False
17,2,3,482.0,2.0,8.0,1079.0,77.12,False
6,3,11,22.0,3.0,20.0,1080.0,13.200000000000001,False
8,2,11,46.0,2.0,20.0,1081.0,18.400000000000002,False
12,4,8,148.0,4.0,15.5,1082.0,91.76,False
12,5,3,148.0,5.0,8.0,1082.0,59.2,False
9,5,6,63.0,5.0,12.5,1083.0,39.375,False
2,1,12,3.0,1.0,21.5,1083.0,0.645,False
10,4,9,85.0,4.0,17.0,1084.0,57.800000000000004,False
16,3,5,387.0,3.0,11.0,1086.0,127.71,True
10,3,10,85.0,3.0,18.5,1086.0,47.175,False
1,5,8,2.0,5.0,15.5,1089.0,1.55,False
16,2,6,387.0,2.0,12.5,1091.0,96.75,False
15,4,5,309.0,4.0,11.0,1092.0,135.96,True
17,1,4,482.0,1.0,9.5,1093.0,45.79,False
7,5,7,32.0,5.0,14.0,1093.0,22.400000000000002,False
2,5,8,3.0,5.0,15.5,1094.0,2.325,False
3,1,12,5.0,1.0,21.5,1094.0,1.075,False
7,4,10,32.0,4.0,18.5,1095.0,23.68,False
16,4,1,387.0,4.0,5.0,1096.0,77.4,False
9,1,11,63.0,1.0,20.0,1098.0,12.600000000000001,False
16,4,2,387.0,4.0,6.5,1104.0,100.62,False
3,5,8,5.0,5.0,15.5,1105.0,3.875,False
1,2,12,2.0,2.0,21.5,1108.0,0.86,False
4,1,12,9.0,1.0,21.5,1111.0,1.935,False
12,1,10,148.0,1.0,18.5,1113.0,27.38,False
2,2,12,3.0,2.0,21.5,1113.0,1.29,False
7,3,11,32.0,3.0,20.0,1115.0,19.200000000000003,False
14,3,8,244.0,3.0,15.5,1116.0,113.46,False
11,5,5,113.0,5.0,11.0,1117.0,62.15,False
15,3,7,309.0,3.0,14.0,1120.0,129.78,False
17,3,1,482.0,3.0,5.0,1120.0,72.3,False
4,5,8,9.0,5.0,15.5,1122.0,6.975,False
17,2,4,482.0,2.0,9.5,1123.0,91.58,False
3,2,12,5.0,2.0,21.5,1124.0,2.15,False
12,5,4,148.0,5.0,9.5,1126.0,70.3,False
17,3,2,482.0,3.0,6.5,1128.0,93.99000000000001,False
9,2,11,63.0,2.0,20.0,1128.0,25.200000000000003,False
16,4,3,387.0,4.0,8.0,1130.0,123.84,False
15,1,8,309.0,1.0,15.5,1131.0,47.895,False
13,5,1,191.0,5.0,5.0,1132.0,47.75,False
8,5,7,46.0,5.0,14.0,1134.0,32.2,False
5,1,12,14.0,1.0,21.5,1134.0,3.01,False
10,5,6,85.0,5.0,12.5,1136.0,53.125,False
8,4,10,46.0,4.0,18.5,1136.0,34.04,False
13,5,2,191.0,5.0,6.5,1140.0,62.075,False
4,2,12,9.0,2.0,21.5,1141.0,3.87,False
12,2,10,148.0,2.0,18.5,1143.0,54.76,False
11,4,9,113.0,4.0,17.0,1145.0,76.84,False
14,1,9,244.0,1.0,17.0,1145.0,41.480000000000004,False
5,5,8,14.0,5.0,15.5,1145.0,10.85,False
1,4,11,2.0,4.0,20.0,1145.0,1.6,False
11,3,10,113.0,3.0,18.5,1147.0,62.714999999999996,False
14,4,7,244.0,4.0,14.0,1150.0,136.64000000000001,True
13,3,9,191.0,3.0,17.0,1150.0,97.41000000000001,False
2,4,11,3.0,4.0,20.0,1150.0,2.4000000000000004,False
10,1,11,85.0,1.0,20.0,1151.0,17.0,False
17,3,3,482.0,3.0,8.0,1154.0,115.68,False
17,1,5,482.0,1.0,11.0,1155.0,53.02,False
8,3,11,46.0,3.0,20.0,1156.0,27.6,False
16,1,7,387.0,1.0,14.0,1159.0,54.18000000000001,False
15,2,8,309.0,2.0,15.5,1161.0,95.79,False
3,4,11,5.0,4.0,20.0,1161.0,4.0,False
6,1,12,22.0,1.0,21.5,1163.0,4.7299999999999995,False
5,2,12,14.0,2.0,21.5,1164.0,6.02,False
16,3,6,387.0,3.0,12.5,1166.0,145.125,True
13,4,8,191.0,4.0,15.5,1166.0,118.42,False
13,5,3,191.0,5.0,8.0,1166.0,76.4,False
15,4,6,309.0,4.0,12.5,1172.0,154.5,True
16,4,4,387.0,4.0,9.5,1174.0,147.06,False
6,5,8,22.0,5.0,15.5,1174.0,17.05,False
14,2,9,244.0,2.0,17.0,1175.0,82.96000000000001,False
4,4,11,9.0,4.0,20.0,1178.0,7.2,False
9,5,7,63.0,5.0,14.0,1181.0,44.1,False
10,2,11,85.0,2.0,20.0,1181.0,34.0,False
9,4,10,63.0,4.0,18.5,1183.0,46.62,False
1,3,12,2.0,3.0,21.5,1183.0,1.29,False
17,2,5,482.0,2.0,11.0,1185.0,106.04,False
12,5,5,148.0,5.0,11.0,1188.0,81.4,False
2,3,12,3.0,3.0,21.5,1188.0,1.935,False
16,2,7,387.0,2.0,14.0,1189.0,108.36000000000001,False
6,2,12,22.0,2.0,21.5,1193.0,9.459999999999999,False
11,5,6,113.0,5.0,12.5,1197.0,70.625,False
13,1,10,191.0,1.0,18.5,1197.0,35.335,False
17,3,4,482.0,3.0,9.5,1198.0,137.37,False
7,1,12,32.0,1.0,21.5,1198.0,6.88,False
3,3,12,5.0,3.0,21.5,1199.0,3.225,False
5,4,11,14.0,4.0,20.0,1201.0,11.200000000000001,False
9,3,11,63.0,3.0,20.0,1203.0,37.800000000000004,False
7,5,8,32.0,5.0,15.5,1209.0,24.8,False
13,5,4,191.0,5.0,9.5,1210.0,90.725,False
11,1,11,113.0,1.0,20.0,1212.0,22.6,False
12,4,9,148.0,4.0,17.0,1216.0,100.64,False
4,3,12,9.0,3.0,21.5,1216.0,5.805,False
12,3,10,148.0,3.0,18.5,1218.0,82.14,False
1,5,9,2.0,5.0,17.0,1223.0,1.7000000000000002,False
18,1,1,596.0,1.0,5.0,1225.0,29.8,False
13,2,10,191.0,2.0,18.5,1227.0,70.67,False
7,2,12,32.0,2.0,21.5,1228.0,13.76,False
2,5,9,3.0,5.0,17.0,1228.0,2.5500000000000003,False
6,4,11,22.0,4.0,20.0,1230.0,17.6,False
14,5,1,244.0,5.0,5.0,1232.0,61.0,False
18,1,2,596.0,1.0,6.5,1233.0,38.74,False
10,5,7,85.0,5.0,14.0,1234.0,59.50000000000001,False
17,1,6,482.0,1.0,12.5,1235.0,60.25,False
16,4,5,387.0,4.0,11.0,1236.0,170.28,True
15,3,8,309.0,3.0,15.5,1236.0,143.685,False
10,4,10,85.0,4.0,18.5,1236.0,62.9,False
8,1,12,46.0,1.0,21.5,1239.0,9.89,False
5,3,12,14.0,3.0,21.5,1239.0,9.03,False
3,5,9,5.0,5.0,17.0,1239.0,4.25,False
14,5,2,244.0,5.0,6.5,1240.0,79.3,False
11,2,11,113.0,2.0,20.0,1242.0,45.2,False
14,3,9,244.0,3.0,17.0,1250.0,124.44000000000001,False
8,5,8,46.0,5.0,15.5,1250.0,35.65,False
18,2,1,596.0,2.0,5.0,1255.0,59.6,False
10,3,11,85.0,3.0,20.0,1256.0,51.0,False
4,5,9,9.0,5.0,17.0,1256.0,7.65,False
18,1,3,596.0,1.0,8.0,1259.0,47.68,False
17,3,5,482.0,3.0,11.0,1260.0,159.06,False
18,2,2,596.0,2.0,6.5,1263.0,77.48,False
16,3,7,387.0,3.0,14.0,1264.0,162.54000000000002,False
17,2,6,482.0,2.0,12.5,1265.0,120.5,False
15,1,9,309.0,1.0,17.0,1265.0,52.53,False
7,4,11,32.0,4.0,20.0,1265.0,25.6,False
14,4,8,244.0,4.0,15.5,1266.0,151.28,False
14,5,3,244.0,5.0,8.0,1266.0,97.60000000000001,False
12,5,6,148.0,5.0,12.5,1268.0,92.5,False
6,3,12,22.0,3.0,21.5,1268.0,14.19,False
8,2,12,46.0,2.0,21.5,1269.0,19.78,False
15,4,7,309.0,4.0,14.0,1270.0,173.04000000000002,True
17,4,1,482.0,4.0,5.0,1270.0,96.4,False
13,5,5,191.0,5.0,11.0,1272.0,105.05,False
16,1,8,387.0,1.0,15.5,1275.0,59.985,False
17,4,2,482.0,4.0,6.5,1278.0,125.32000000000001,False
5,5,9,14.0,5.0,17.0,1279.0,11.9,False
12,1,11,148.0,1.0,20.0,1283.0,29.6,False
1,1,13,2.0,1.0,23.0,1284.0,0.46,False
9,1,12,63.0,1.0,21.5,1286.0,13.545,False
18,2,3,596.0,2.0,8.0,1289.0,95.36,False
2,1,13,3.0,1.0,23.0,1289.0,0.6900000000000001,False
15,2,9,309.0,2.0,17.0,1295.0,105.06,False
11,5,7,113.0,5.0,14.0,1295.0,79.10000000000001,False
11,4,10,113.0,4.0,18.5,1297.0,83.62,False
9,5,8,63.0,5.0,15.5,1297.0,48.825,False
14,1,10,244.0,1.0,18.5,1297.0,45.14,False
13,4,9,191.0,4.0,17.0,1300.0,129.88,False
3,1,13,5.0,1.0,23.0,1300.0,1.1500000000000001,False
13,3,10,191.0,3.0,18.5,1302.0,106.005,False
18,1,4,596.0,1.0,9.5,1303.0,56.62,False
7,3,12,32.0,3.0,21.5,1303.0,20.64,False
17,4,3,482.0,4.0,8.0,1304.0,154.24,False
16,2,8,387.0,2.0,15.5,1305.0,119.97,False
8,4,11,46.0,4.0,20.0,1306.0,36.800000000000004,False
6,5,9,22.0,5.0,17.0,1308.0,18.700000000000003,False
14,5,4,244.0,5.0,9.5,1310.0,115.9,False
12,2,11,148.0,2.0,20.0,1313.0,59.2,False
1,2,13,2.0,2.0,23.0,1314.0,0.92,False
16,4,6,387.0,4.0,12.5,1316.0,193.5,True
9,2,12,63.0,2.0,21.5,1316.0,27.09,False
11,3,11,113.0,3.0,20.0,1317.0,67.8,False
4,1,13,9.0,1.0,23.0,1317.0,2.0700000000000003,False
2,2,13,3.0,2.0,23.0,1319.0,1.3800000000000001,False
14,2,10,244.0,2.0,18.5,1327.0,90.28,False
18,3,1,596.0,3.0,5.0,1330.0,89.4,False
3,2,13,5.0,2.0,23.0,1330.0,2.3000000000000003,False
18,2,4,596.0,2.0,9.5,1333.0,113.24,False
17,1,7,482.0,1.0,14.0,1333.0,67.48,False
1,4,12,2.0,4.0,21.5,1333.0,1.72,False
18,3,2,596.0,3.0,6.5,1338.0,116.22,False
2,4,12,3.0,4.0,21.5,1338.0,2.58,False
10,1,12,85.0,1.0,21.5,1339.0,18.275,False
17,3,6,482.0,3.0,12.5,1340.0,180.75,False
5,1,13,14.0,1.0,23.0,1340.0,3.22,False
7,5,9,32.0,5.0,17.0,1343.0,27.200000000000003,False
8,3,12,46.0,3.0,21.5,1344.0,29.669999999999998,False
4,2,13,9.0,2.0,23.0,1347.0,4.140000000000001,False
17,4,4,482.0,4.0,9.5,1348.0,183.16,False
3,4,12,5.0,4.0,21.5,1349.0,4.3,False
10,5,8,85.0,5.0,15.5,1350.0,65.875,False
13,5,6,191.0,5.0,12.5,1352.0,119.375,False
15,5,1,309.0,5.0,5.0,1352.0,77.25,False
9,4,11,63.0,4.0,20.0,1353.0,50.400000000000006,False
15,5,2,309.0,5.0,6.5,1360.0,100.425,False
17,2,7,482.0,2.0,14.0,1363.0,134.96,False
18,3,3,596.0,3.0,8.0,1364.0,143.04,False
18,1,5,596.0,1.0,11.0,1365.0,65.56,False
12,5,7,148.0,5.0,14.0,1366.0,103.60000000000001,False
4,4,12,9.0,4.0,21.5,1366.0,7.74,False
13,1,11,191.0,1.0,20.0,1367.0,38.2,False
12,4,10,148.0,4.0,18.5,1368.0,109.52,False
10,2,12,85.0,2.0,21.5,1369.0,36.55,False
6,1,13,22.0,1.0,23.0,1369.0,5.0600000000000005,False
15,3,9,309.0,3.0,17.0,1370.0,157.59,False
5,2,13,14.0,2.0,23.0,1370.0,6.44,False
14,5,5,244.0,5.0,11.0,1372.0,134.2,False
1,5,10,2.0,5.0,18.5,1375.0,1.85,False
16,3,8,387.0,3.0,15.5,1380.0,179.955,False
2,5,10,3.0,5.0,18.5,1380.0,2.775,False
8,5,9,46.0,5.0,17.0,1384.0,39.1,False
15,4,8,309.0,4.0,15.5,1386.0,191.58,False
15,5,3,309.0,5.0,8.0,1386.0,123.60000000000001,False
12,3,11,148.0,3.0,20.0,1388.0,88.80000000000001,False
5,4,12,14.0,4.0,21.5,1389.0,12.04,False
1,3,13,2.0,3.0,23.0,1389.0,1.3800000000000001,False
9,3,12,63.0,3.0,21.5,1391.0,40.635,False
3,5,10,5.0,5.0,18.5,1391.0,4.625,False
2,3,13,3.0,3.0,23.0,1394.0,2.0700000000000003,False
18,2,5,596.0,2.0,11.0,1395.0,131.12,False
13,2,11,191.0,2.0,20.0,1397.0,76.4,False
6,2,13,22.0,2.0,23.0,1399.0,10.120000000000001,False
14,4,9,244.0,4.0,17.0,1400.0,165.92000000000002,False
11,1,12,113.0,1.0,21.5,1400.0,24.294999999999998,False
14,3,10,244.0,3.0,18.5,1402.0,135.42,False
7,1,13,32.0,1.0,23.0,1404.0,7.36,False
3,3,13,5.0,3.0,23.0,1405.0,3.45,False
10,4,11,85.0,4.0,20.0,1406.0,68.0,False
18,3,4,596.0,3.0,9.5,1408.0,169.86,False
4,5,10,9.0,5.0,18.5,1408.0,8.325,False
16,1,9,387.0,1.0,17.0,1409.0,65.79,False
17,4,5,482.0,4.0,11.0,1410.0,212.08,True
11,5,8,113.0,5.0,15.5,1411.0,87.575,False
16,4,7,387.0,4.0,14.0,1414.0,216.72000000000003,True
15,1,10,309.0,1.0,18.5,1417.0,57.165,False
6,4,12,22.0,4.0,21.5,1418.0,18.919999999999998,False
4,3,13,9.0,3.0,23.0,1422.0,6.21,False
15,5,4,309.0,5.0,9.5,1430.0,146.775,False
11,2,12,113.0,2.0,21.5,1430.0,48.589999999999996,False
9,5,9,63.0,5.0,17.0,1431.0,53.550000000000004,False
5,5,10,14.0,5.0,18.5,1431.0,12.95,False
7,2,13,32.0,2.0,23.0,1434.0,14.72,False
17,3,7,482.0,3.0,14.0,1438.0,202.44000000000003,False
16,2,9,387.0,2.0,17.0,1439.0,131.58,False
10,3,12,85.0,3.0,21.5,1444.0,54.824999999999996,False
18,1,6,596.0,1.0,12.5,1445.0,74.5,False
8,1,13,46.0,1.0,23.0,1445.0,10.58,False
5,3,13,14.0,3.0,23.0,1445.0,9.66,False
15,2,10,309.0,2.0,18.5,1447.0,114.33,False
17,1,8,482.0,1.0,15.5,1449.0,74.71,False
13,5,7,191.0,5.0,14.0,1450.0,133.70000000000002,False
14,5,6,244.0,5.0,12.5,1452.0,152.5,False
13,4,10,191.0,4.0,18.5,1452.0,141.34,False
7,4,12,32.0,4.0,21.5,1453.0,27.52,False
6,5,10,22.0,5.0,18.5,1460.0,20.35,False
11,4,11,113.0,4.0,20.0,1467.0,90.4,False
14,1,11,244.0,1.0,20.0,1467.0,48.800000000000004,False
18,3,5,596.0,3.0,11.0,1470.0,196.68,False
12,1,12,148.0,1.0,21.5,1471.0,31.82,False
13,3,11,191.0,3.0,20.0,1472.0,114.60000000000001,False
6,3,13,22.0,3.0,23.0,1474.0,15.180000000000001,False
18,2,6,596.0,2.0,12.5,1475.0,149.0,False
8,2,13,46.0,2.0,23.0,1475.0,21.16,False
19,1,1,733.0,1.0,5.0,1477.0,36.65,False
17,2,8,482.0,2.0,15.5,1479.0,149.42,False
18,4,1,596.0,4.0,5.0,1480.0,119.2,False
12,5,8,148.0,5.0,15.5,1482.0,114.7,False
10,5,9,85.0,5.0,17.0,1484.0,72.25,False
19,1,2,733.0,1.0,6.5,1485.0,47.645,False
18,4,2,596.0,4.0,6.5,1488.0,154.96,False
17,4,6,482.0,4.0,12.5,1490.0,241.0,True
15,5,5,309.0,5.0,11.0,1492.0,169.95,False
9,1,13,63.0,1.0,23.0,1492.0,14.49,False
8,4,12,46.0,4.0,21.5,1494.0,39.56,False
7,5,10,32.0,5.0,18.5,1495.0,29.6,False
16,5,1,387.0,5.0,5.0,1496.0,96.75,False
14,2,11,244.0,2.0,20.0,1497.0,97.60000000000001,False
12,2,12,148.0,2.0,21.5,1501.0,63.64,False
16,5,2,387.0,5.0,6.5,1504.0,125.775,False
11,3,12,113.0,3.0,21.5,1505.0,72.885,False
19,2,1,733.0,2.0,5.0,1507.0,73.3,False
1,1,14,2.0,1.0,24.5,1508.0,0.49,False
7,3,13,32.0,3.0,23.0,1509.0,22.080000000000002,False
19,1,3,733.0,1.0,8.0,1511.0,58.64,False
2,1,14,3.0,1.0,24.5,1513.0,0.735,False
16,3,9,387.0,3.0,17.0,1514.0,197.37,False
18,4,3,596.0,4.0,8.0,1514.0,190.72,False
19,2,2,733.0,2.0,6.5,1515.0,95.29,False
15,4,9,309.0,4.0,17.0,1520.0,210.12,False
15,3,10,309.0,3.0,18.5,1522.0,171.495,False
9,2,13,63.0,2.0,23.0,1522.0,28.98,False
3,1,14,5.0,1.0,24.5,1524.0,1.225,False
16,4,8,387.0,4.0,15.5,1530.0,239.94,False
16,5,3,387.0,5.0,8.0,1530.0,154.8,False
8,5,10,46.0,5.0,18.5,1536.0,42.55,False
12,4,11,148.0,4.0,20.0,1538.0,118.4,False
1,2,14,2.0,2.0,24.5,1538.0,0.98,False
1,4,13,2.0,4.0,23.0,1539.0,1.84,False
19,2,3,733.0,2.0,8.0,1541.0,117.28,False
9,4,12,63.0,4.0,21.5,1541.0,54.18,False
4,1,14,9.0,1.0,24.5,1541.0,2.205,False
18,1,7,596.0,1.0,14.0,1543.0,83.44000000000001,False
